"GSM_ID","Sample_Name","Condition","GSE","Platform"
"GSM4284672","pat 40 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284673","pat 41 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284674","pat 41 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284675","pat 42 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284676","pat 42 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284677","pat 43 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284678","pat 43 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284679","pat 44 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284680","pat 44 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284681","pat 45 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284682","pat 45 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284683","pat 46 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284684","pat 46 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284685","pat 47 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284686","pat 47 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284687","pat 48 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284688","pat 48 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284689","pat 49 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284690","pat 49 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284691","pat 4 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284692","pat 4 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284693","pat 50 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284694","pat 50 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284695","pat 51 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284696","pat 51 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284697","pat 52 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284698","pat 52 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284699","pat 53 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284700","pat 53 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284701","pat 54 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284702","pat 54 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284703","pat 55 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284704","pat 55 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284705","pat 56 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284706","pat 56 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284707","pat 57 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284708","pat 57 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284709","pat 58 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284710","pat 58 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284711","pat 59 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284712","pat 59 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284713","pat 5 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284714","pat 5 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284715","pat 60 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284716","pat 60 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284717","pat 61 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284718","pat 61 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284719","pat 62 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284720","pat 62 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284721","pat 63 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284722","pat 63 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284723","pat 64 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284724","pat 64 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284725","pat 65 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284726","pat 65 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284727","pat 66 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284728","pat 66 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284729","pat 67 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284730","pat 67 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284731","pat 68 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284732","pat 68 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284733","pat 69 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284734","pat 69 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284735","pat 6 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284736","pat 6 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284737","pat 70 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284738","pat 70 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284739","pat 7 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284740","pat 7 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284741","pat 8 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284742","pat 8 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284743","pat 9 tumor","Diseased","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
"GSM4284744","pat 9 non-tumor","Control","GSE144269","Illumina NovaSeq 6000 (GPL24676)"
