"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","regulation","is_noncoding"
"4172",829.566714305727,1.70201473634825,0.0724207634778584,23.501750804776,3.9140288708885e-122,1.61023147748353e-119,"MCM3","Up",FALSE
"1033",97.6082723970628,3.07518775394535,0.130909548932172,23.4909353750711,5.04879167477134e-122,2.04781834718401e-119,"CDKN3","Up",FALSE
"79075",56.3293942746602,2.21079897717059,0.0941319037635767,23.4861815046605,5.64636609419342e-122,2.25838959417475e-119,"DSCC1","Up",FALSE
"102724908",633.814117228265,7.41554466254647,0.316705286571213,23.4146538658395,3.0307777084248e-121,1.19562104722216e-118,"ERVE-5","Up",FALSE
"22974",383.877049281521,2.53397725547457,0.10838363906381,23.3797026688015,6.87620607105095e-121,2.67595922208277e-118,"TPX2","Up",FALSE
"6491",110.817536913147,2.08926466843869,0.089429765026081,23.362072659247,1.03900399483754e-120,3.98949827244419e-118,"STIL","Up",FALSE
"7203",3122.31280780388,1.41459007977818,0.060576015574905,23.352313062403,1.30556469801294e-120,4.94705949649694e-118,"CCT3","Up",FALSE
"990",161.55183066676,2.90990184648292,0.124941596769564,23.2900965068486,5.58597387017878e-120,2.08915422744686e-117,"CDC6","Up",FALSE
"56992",80.3456976419836,3.1577668535419,0.13603619818514,23.2126955594885,3.38945943792655e-119,1.25140580632575e-116,"KIF15","Up",FALSE
"3832",152.958051068609,2.27111290368486,0.0978784244019092,23.2034068546015,4.20654629385081e-119,1.53341924266222e-116,"KIF11","Up",FALSE
"3925",706.795530903015,2.1566042177053,0.0930388260066247,23.1796155462209,7.31129513557896e-119,2.63188346643004e-116,"STMN1","Up",FALSE
"55723",86.2421969581411,2.70459565680418,0.116705618366813,23.1745111730908,8.23130223167585e-119,2.92648199589878e-116,"ASF1B","Up",FALSE
"11130",204.006998797267,2.53478280709146,0.109644998966696,23.1180886586665,3.04578970446141e-118,1.06966648669609e-115,"ZWINT","Up",FALSE
"6091",1248.21825878253,2.85213251123084,0.123800967884416,23.0380469552845,1.93835248724103e-117,6.72538252139362e-115,"ROBO1","Up",FALSE
"2146",372.281494663906,1.82745222530716,0.079381754087814,23.0210612792152,2.8683751786365e-117,9.83374623742547e-115,"EZH2","Up",FALSE
"83461",99.8771224471874,2.33601148598918,0.10194424451965,22.9145990241648,3.32339052329405e-116,1.12596470929202e-113,"CDCA3","Up",FALSE
"2629",1030.07459121039,1.59978537684822,0.0699181062002116,22.8808453745474,7.20903954646971e-116,2.4140223355725e-113,"GBA1","Up",FALSE
"128239",413.330804483148,3.29080605311319,0.143857848663802,22.8754015417251,8.16712916001175e-116,2.70341362701171e-113,"IQGAP3","Up",FALSE
"4224",152.129652043218,6.04535298944747,0.264865713472182,22.8242187718358,2.63604689775475e-115,8.62646347290242e-113,"MEP1A","Up",FALSE
"2719",4965.22153723582,4.74741447884573,0.208897040386621,22.7260973638465,2.47370668775032e-114,8.00424777458807e-112,"GPC3","Up",FALSE
"55010",56.1187079083356,2.58963387759488,0.113983888983552,22.7192974435938,2.8878964003412e-114,9.24062672633621e-112,"PARPBP","Up",FALSE
"90381",76.5800680366057,3.02996591694278,0.133500223417771,22.696335926427,4.86925797304792e-114,1.54093286931686e-111,"TICRR","Up",FALSE
"3655",1019.93988954843,1.71250878417354,0.0754765237814111,22.6892906347034,5.71519442897196e-114,1.78898009962537e-111,"ITGA6","Up",FALSE
"387103",76.4228681514999,2.20269212754959,0.0971562559322044,22.671644830433,8.53451417906722e-114,2.64276278848148e-111,"CENPW","Up",FALSE
"3161",99.7026834244145,2.72480138536124,0.120865750212815,22.5440323711518,1.53666253848432e-112,4.70774550885868e-110,"HMMR","Up",FALSE
"4998",60.5843262588827,2.50577797298703,0.1112991505191,22.5139002526082,3.0337231570978e-112,9.19633257664237e-110,"ORC1","Up",FALSE
"890",149.488797421241,2.06051982661221,0.0918402269613699,22.4359182766274,1.75645839378849e-111,5.26900925253344e-109,"CCNA2","Up",FALSE
"10024",148.281918081263,3.26497091948783,0.145611376316366,22.4224988602135,2.37472666088124e-111,7.0502451938204e-109,"TROAP","Up",FALSE
"2237",300.189388835632,1.93193873987594,0.0861751010475438,22.4187580448564,2.5829185012866e-111,7.59009051020935e-109,"FEN1","Up",FALSE
"22943",236.217899325474,6.43926220827345,0.287318837053878,22.4115560062147,3.03640674477205e-111,8.8325698420147e-109,"DKK1","Up",FALSE
"3931",1448.94409781055,-2.17229957057174,0.096973972653092,-22.4008516011071,3.86126853419574e-111,1.11196811247769e-108,"LCAT","Down",FALSE
"5279",277.194561474363,1.27967384003094,0.057217578234623,22.3650472374693,8.61923496563332e-111,2.45759137168622e-108,"PIGC","Up",FALSE
"1071",286.195478959703,-2.47000348638641,0.110569697078799,-22.3388826382163,1.5486868446294e-110,4.372459191337e-108,"CETP","Down",FALSE
"8862",82.7230458747169,3.80037441333286,0.170330475703118,22.3117700907312,2.84031071046868e-110,7.9412881398133e-108,"APLN","Up",FALSE
"83394",136.949951584184,-2.808093332398,0.125890049256742,-22.3059197210347,3.23713811771033e-110,8.96375995325214e-108,"PITPNM3","Down",FALSE
"6944",424.935805781753,1.18138371206217,0.053047062096719,22.2704833287127,7.1426701401402e-110,1.95899633043579e-107,"VPS72","Up",FALSE
"79968",103.613532513479,2.13760604151751,0.0959920737308853,22.2685682102286,7.45452410121194e-110,2.02523948176133e-107,"WDR76","Up",FALSE
"11169",92.9667815889936,1.98673398081139,0.0893221859059815,22.2423349883374,1.33808867974253e-109,3.60133437375939e-107,"WDHD1","Up",FALSE
"11093",956.973512996048,-2.35458549491214,0.105886117665413,-22.2369612450268,1.50831488773298e-109,4.02189371638282e-107,"ADAMTS13","Down",FALSE
"286151",44.4177262924023,2.88289545615792,0.129723522201499,22.2233825233325,2.0410385124918e-109,5.39246120025126e-107,"FBXO43","Up",FALSE
"9212",105.337404773762,2.9172320365263,0.131562428182496,22.1737472987325,6.15654959763019e-109,1.61178468465959e-106,"AURKB","Up",FALSE
"7516",73.2002262944529,2.77847101935417,0.125348617307789,22.1659486879839,7.32110193867204e-109,1.89939723990881e-106,"XRCC2","Up",FALSE
"10486",371.454765479366,2.27497914308153,0.102639474628063,22.1647582601668,7.5172516442354e-109,1.93287332902403e-106,"CAP2","Up",FALSE
"3608",1338.14075509258,1.20078622020151,0.0544574333512456,22.0499965992988,9.5530926670008e-108,2.434601439153e-105,"ILF2","Up",FALSE
"8682",1233.7013970151,1.38761062822602,0.0630117363048625,22.0214631368434,1.79377997807394e-107,4.53133998320819e-105,"PEA15","Up",FALSE
"162239",355.211029681549,-1.80038848429712,0.0819732092498029,-21.9631328427153,6.48689361472728e-107,1.62443097666884e-104,"ZFP1","Down",FALSE
"10535",168.501916125458,1.825994509913,0.0831440194338643,21.9618262665959,6.67613129799452e-107,1.65740714758316e-104,"RNASEH2A","Up",FALSE
"135228",246.289981776305,2.90111213928248,0.132249601620165,21.9366418026331,1.16169013183463e-106,2.8593463603909e-104,"CD109","Up",FALSE
"5745",512.210895242907,-3.14387693228977,0.143346957906599,-21.931940364847,1.28815649138843e-106,3.1437568338139e-104,"PTH1R","Down",FALSE
"151246",84.5834492367068,2.23519545680251,0.102041645112316,21.9047375641805,2.3412578078442e-106,5.66584389498295e-104,"SGO2","Up",FALSE
"157313",74.3266007267729,3.2973752109318,0.15060412160569,21.8943225177127,2.94246172628455e-106,7.06141773279522e-104,"CDCA2","Up",FALSE
"63967",95.2158103368047,2.85593962006124,0.130479870446212,21.8879709973237,3.38237308888147e-106,8.00701007124703e-104,"CLSPN","Up",FALSE
"10293",54.2013134571831,2.20936063832555,0.100940093810605,21.8878401527048,3.3920939950418e-106,8.00701007124703e-104,"TRAIP","Up",FALSE
"54892",255.851395590911,1.60353234481568,0.0732892705915569,21.8794965739557,4.0731442019701e-106,9.53645583157194e-104,"NCAPG2","Up",FALSE
"55165",60.5256301622315,3.18058192292439,0.145412414374107,21.8728362128807,4.71345694615379e-106,1.09466236399465e-103,"CEP55","Up",FALSE
"10712",329.510668141251,1.39885056346663,0.0641358748352099,21.8107348977592,1.8350496746138e-105,4.22766084236227e-103,"ENTREP3","Up",FALSE
"23657",134.098071073448,4.11219857684042,0.188613055599672,21.8023008204082,2.20642722909867e-105,5.04291201139551e-103,"SLC7A11","Up",FALSE
"4192",1243.5074431565,3.32602130432837,0.152749394430761,21.7743665480521,4.06044488800182e-105,9.20729857359656e-103,"MDK","Up",FALSE
"2220",946.965098968628,-4.27115248574942,0.196461243579089,-21.7404329115426,8.50924616049161e-105,1.91444742913935e-102,"FCN2","Down",FALSE
"9768",100.521503216909,2.17782061967171,0.100195856359924,21.7356355720793,9.44662797538085e-105,2.10886815841099e-102,"PCLAF","Up",FALSE
"8547",1216.96159555462,-3.88145529672392,0.17896033294043,-21.6889141462199,2.61076689528776e-104,5.78345115773052e-102,"FCN3","Down",FALSE
"503638",144.716176648515,3.24749467642475,0.150143911301203,21.6292132546752,9.53962510276851e-104,2.09711544816433e-101,"DUXAP9","Up",FALSE
"1031",186.11730501708,2.08135483459975,0.0963553577054359,21.6008210042931,1.76451532971316e-103,3.84958427765755e-101,"CDKN2C","Up",FALSE
"993",64.3071360247957,2.50995027596947,0.116274437358603,21.5864323490856,2.40907489076031e-103,5.21628110557258e-101,"CDC25A","Up",FALSE
"83483",711.572067185923,2.30445748446387,0.106782855694158,21.5807815728789,2.7222742174122e-103,5.85045170992811e-101,"PLVAP","Up",FALSE
"51430",701.151615240262,1.32226514348518,0.0612745518233474,21.5793523434855,2.80773035473817e-103,5.98940879672222e-101,"SUCO","Up",FALSE
"51053",440.232248368879,1.72936374928875,0.0801507216890195,21.5763964796049,2.99305354054965e-103,6.33779087211387e-101,"GMNN","Up",FALSE
"401022",75.6533971672861,5.20391843869709,0.241248552384114,21.5707758130356,3.37978290671252e-103,7.10445168959906e-101,"HAGLR","Up",FALSE
"8318",80.7322417112164,2.7834579719239,0.129157627035794,21.5508602612567,5.19723538074326e-103,1.08456510503365e-100,"CDC45","Up",FALSE
"51266",156.247107297456,-4.12615723036952,0.192292266555322,-21.457738807101,3.86655998399639e-102,8.01073341144806e-100,"CLEC1B","Down",FALSE
"8614",120.781550284285,3.82857406586626,0.178428596749366,21.4571774682741,3.91351587693199e-102,8.05010215884909e-100,"STC2","Up",FALSE
"899",121.011627946303,1.95720246335528,0.0912921083872446,21.4389008856404,5.79665773868319e-102,1.1839159543163e-99,"CCNF","Up",FALSE
"10635",66.1029266236463,2.30551613794743,0.107612273912318,21.4242860421847,7.9341789394618e-102,1.60907383872268e-99,"RAD51AP1","Up",FALSE
"5199",395.707263664978,-2.75081981794799,0.128896157008366,-21.3413641010993,4.69060389672281e-101,9.38055632068219e-99,"CFP","Down",FALSE
"3159",811.125428640564,2.08437811513452,0.0977588193478565,21.321637567222,7.15118910159382e-101,1.42027547412206e-98,"HMGA1","Up",FALSE
"79019",67.0520443557446,2.93225732010397,0.137575215895958,21.3138485809938,8.4459416100849e-101,1.6546001801852e-98,"CENPM","Up",FALSE
"57405",42.8986114658217,2.51908484032587,0.118223818227701,21.3077608056447,9.61866860446861e-101,1.87161093561816e-98,"SPC25","Up",FALSE
"6819",343.500643641155,3.76140259470765,0.177125446398027,21.2358115177603,4.45923945836492e-100,8.6186025451002e-98,"SULT1C2","Up",FALSE
"2630",287.892474325193,1.50991935386891,0.0712270125249013,21.1986899400145,9.81918333499871e-100,1.88515227787529e-97,"GBA1LP","Up",FALSE
"6790",227.067824000032,2.35485643341303,0.111255972443918,21.1661125392622,1.96079813744454e-99,3.73954071272371e-97,"AURKA","Up",FALSE
"55388",65.0110294552223,3.0446584864625,0.143881149825184,21.1609268494293,2.18877713005846e-99,4.14686867048838e-97,"MCM10","Up",FALSE
"11022",169.880398174609,1.48587619664162,0.0702542077503852,21.1499957685235,2.75966550315174e-99,5.19430373593227e-97,"TDRKH","Up",FALSE
"47",1438.00872463804,1.16231742959432,0.0549979400812534,21.1338357014304,3.88656305522123e-99,7.2678729132637e-97,"ACLY","Up",FALSE
"9134",91.579009080342,1.75079868784866,0.0829108418015732,21.1166434908329,5.59305146833095e-99,1.03915287861287e-96,"CCNE2","Up",FALSE
"83879",84.7598530266323,3.61475257556805,0.171183994487626,21.1161831244062,5.64781085317041e-99,1.04260036506155e-96,"CDCA7","Up",FALSE
"107986984",42.6919281962026,7.13944304308934,0.340044467983182,20.9956159129236,7.19246918696636e-98,1.31929125889336e-95,NA,"Up",FALSE
"5558",156.283979829646,1.19419196801462,0.0568994781373589,20.9877490463404,8.48709162607028e-98,1.54690673827577e-95,"PRIM2","Up",FALSE
"221150",50.9690408831871,2.892866945684,0.137855221578765,20.9848195269929,9.02650336423845e-98,1.63487574769395e-95,"SKA3","Up",FALSE
"2305",298.409806952361,2.10381736546854,0.100267887203861,20.981965653581,9.58485654444635e-98,1.72515436729354e-95,"FOXM1","Up",FALSE
"10643",149.361394415145,3.76017786089296,0.179257337898631,20.9764236430829,1.07694595265793e-97,1.92632854314554e-95,"IGF2BP3","Up",FALSE
"107986126",78.6700767750664,2.32618164168555,0.111002073026808,20.9561999902809,1.64724610037729e-97,2.92823414806576e-95,"LOC107986126","Up",TRUE
"4321",145.359914339276,6.37165057899892,0.304188022695612,20.9464216326977,2.02271139866005e-97,3.57362226126455e-95,"MMP12","Up",FALSE
"54908",119.604832998279,1.58308943000813,0.0755809863126133,20.945604274867,2.05771907019212e-97,3.61330449898736e-95,"SPDL1","Up",FALSE
"7433",538.431280978683,-3.11813063216008,0.148957341172011,-20.9330443711355,2.67832376476154e-97,4.67456774409714e-95,"VIPR1","Down",FALSE
"1029",202.139382762802,2.71824668109683,0.129921774144737,20.9221795114083,3.36384116802839e-97,5.83565650342661e-95,"CDKN2A","Up",FALSE
"1776",1021.29880274905,-2.74944410565062,0.131527000054811,-20.9040281045326,4.92118719831451e-97,8.48624843934498e-95,"DNASE1L3","Down",FALSE
"57464",76.9595904553452,2.51220562202277,0.120287658032728,20.8849824089122,7.333167695427e-97,1.25702716245778e-94,"STRIP2","Up",FALSE
"55247",33.1456078756022,3.47534599365471,0.166527764466582,20.8694688527577,1.01454700310757e-96,1.72881210624213e-94,"NEIL3","Up",FALSE
"81620",109.932950112153,2.45892622538045,0.117840021126709,20.8666478660629,1.07620965960914e-96,1.82309916337788e-94,"CDT1","Up",FALSE
"5347",133.482065267825,2.27162578471702,0.108902365386213,20.8592878277795,1.25526751985273e-96,2.11398795536367e-94,"PLK1","Up",FALSE
"898",69.509401743683,2.94053651355332,0.141545715154319,20.7744650577902,7.36802697519951e-96,1.2336304699523e-93,"CCNE1","Up",FALSE
"4436",281.432843717288,1.3800464626378,0.0664337720580337,20.7732666667226,7.554191679199e-96,1.25748908657557e-93,"MSH2","Up",FALSE
"79733",63.6601890054684,3.16966862239161,0.152738384790152,20.7522727619939,1.16931207936503e-95,1.93527869319276e-93,"E2F8","Up",FALSE
"4171",278.410363734353,2.32803950252193,0.112221591498066,20.7450230516652,1.35959260302692e-95,2.2373455875411e-93,"MCM2","Up",FALSE
"5710",2408.66982112765,1.15709950514388,0.0558734408766001,20.7092938431948,2.85612530549049e-95,4.67333503110882e-93,"PSMD4","Up",FALSE
"284403",150.008948139448,2.20265827504989,0.106369780252494,20.7075568814879,2.9609766114125e-95,4.81752567544956e-93,"WDR62","Up",FALSE
"100874007",18.1925006378479,-2.95331242568799,0.142658856171722,-20.7019213874323,3.32833278351916e-95,5.38479367976318e-93,"VIPR1-AS1","Down",FALSE
"79801",61.9519395525697,2.6575341770743,0.128494304164304,20.6821165681876,5.01897591940843e-95,8.07466304620804e-93,"SHCBP1","Up",FALSE
"10963",1382.32416731242,1.19432828584824,0.0578402144432272,20.6487527293062,1.00172754433255e-94,1.6026527678716e-92,"STIP1","Up",FALSE
"1893",551.568385587404,-2.26201406555808,0.109613485212207,-20.6362753741377,1.29678960865809e-94,2.06325674862627e-92,"ECM1","Down",FALSE
"3915",2137.38076937204,1.641963699912,0.0795800333732194,20.6328601574143,1.39170267045451e-94,2.20210184086533e-92,"LAMC1","Up",FALSE
"27338",343.892587485877,2.01206817310821,0.0977363829293031,20.5866854573862,3.61252877435235e-94,5.68489637397808e-92,"UBE2S","Up",FALSE
"81624",65.4776796393137,3.1565211247303,0.153331791392302,20.5862143529928,3.64781793601531e-94,5.70923157181353e-92,"DIAPH3","Up",FALSE
"1393",660.721698428493,-3.62848976855564,0.176631766363732,-20.5426795148705,8.94868086447117e-94,1.39299519748671e-91,"CRHBP","Down",FALSE
"2177",194.459572691695,1.91897544191923,0.0934163149466302,20.5421873365007,9.03983136804319e-94,1.39961862224144e-91,"FANCD2","Up",FALSE
"284561",88.0387383999513,6.28253580298235,0.305894515851087,20.5382426863801,9.8046388656617e-94,1.5099143853119e-91,"LINC02806","Up",TRUE
"1870",44.0340080917679,2.56997696010004,0.125377857558916,20.4978535296185,2.25001396687356e-93,3.44659054351196e-91,"E2F2","Up",FALSE
"554282",36.7619529295849,2.09022335863107,0.101982050534856,20.4959926542826,2.33770342056076e-93,3.56196736006924e-91,"FAM72C","Up",FALSE
"4085",84.5503441762751,2.41586367443661,0.117908652489581,20.4892823675522,2.68318999744285e-93,4.06686871296628e-91,"MAD2L1","Up",FALSE
"27085",76.2129544484114,1.62555067985613,0.0793532391120093,20.4849946649515,2.9301612137447e-93,4.41794673473402e-91,"MTBP","Up",FALSE
"503639",81.6173786863415,3.21745102753724,0.157200390626288,20.4671948633135,4.22235515947758e-93,6.33309291055392e-91,"DUXAP10","Up",FALSE
"105371225",18.7645685212708,5.76181180134999,0.281916058342609,20.4380404409164,7.67598057708705e-93,1.1453517547096e-90,"LOC105371225","Up",TRUE
"105377586",82.1407829776557,5.30740157580084,0.259718449423673,20.4352120058402,8.13387519373808e-93,1.20741926716118e-90,"LINC02365","Up",TRUE
