"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","31/1644","73/9376",0.424657534246575,2.42189114421891,5.6235024808632,5.22652059236392e-07,1.3950789581156e-05,1.08762412326925e-05,"CYP2C8/CYP2B6/CYP2C9/ADH4/UGT2B7/ALDH3A1/CYP2C19/ADH6/CYP1A2/UGT2B10/ADH1A/ADH1B/GSTA4/ADH1C/UGT2B11/CYP2E1/CYP2A7/CYP2D7/CYP2A6/FMO1/ADH7/CYP2D6/UGT2B28/AOX1/GSTM2/CYP3A4/GSTM5/GSTA2/UGT2A1/UGT2A2/GSTM1",31
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","31/1644","76/9376",0.407894736842105,2.32629017799974,5.35296615389475,1.50156113133734e-06,3.72172651838612e-05,2.90151286280975e-05,"ACSL4/ACAA1/LPL/FABP5/ACSL1/GK/MMP1/PCK1/AQP7/ACOX2/PCK2/SCP2/APOA5/FABP4/FADS2/APOA1/EHHADH/SLC27A5/PLIN5/SLC27A2/ACADL/APOC3/ANGPTL4/FABP6/PLIN1/OLR1/HMGCS2/ME1/CYP8B1/FABP1/CYP7A1",31
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","29/1644","70/9376",0.414285714285714,2.36273896419882,5.27680191678356,2.23183259451214e-06,5.16297273530475e-05,4.02512966168155e-05,"NAT1/NAT2/CYP2C8/CYP2C9/UGT2B7/CYP2C19/SULT1A1/CYP1A2/UGT2B10/GSTA4/CYP3A43/UGT2B11/SULT1A2/CYP2E1/CYP2A7/CYP2C18/CYP1A1/CYP2A6/UGT2B28/GSTM2/SULT2A1/CYP3A4/HSD11B1/GSTM5/GSTA2/UGT2A1/UGT2A2/CYP2A13/GSTM1",29
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","30/1644","75/9376",0.4,2.28126520681265,5.1368332083813,3.5754850002127e-06,7.75433309421129e-05,6.04539240167541e-05,"PSPH/TKT/PYCR1/BCAT1/PKM/GOT2/MAT1A/ASS1/ALDOA/ENO1/CTH/CBS/ASL/GPT2/SHMT1/ALDOB/GLUL/ENO3/ASNS/GPT/TKTL1/PFKP/PAH/ENO2/ARG1/SDS/CPS1/OTC/PRPS1L1/TKTL2",30
"Organismal Systems","Digestive system","hsa04976","Bile secretion","33/1644","90/9376",0.366666666666667,2.0911597729116,4.79607409493723,1.09674690922287e-05,0.000223865398529608,0.000174528765120914,"KCNN2/ABCC4/SLC2A1/UGT2B7/UGT2B10/SLC51B/SLC5A1/UGT2B11/SLC4A4/CA2/SLC27A5/ATP1B3/NR0B2/SLC22A1/LDLR/SLC10A1/ADCY1/AQP8/NCEH1/UGT2B28/ABCG2/SULT2A1/SLCO1B3-SLCO1B7/SLCO1B3/CYP3A4/ATP1A4/CFTR/SLCO1B1/CYP7A1/ADCY8/SLC22A8/UGT2A1/UGT2A2",33
"Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","18/1644","37/9376",0.486486486486487,2.77451173801539,4.98677958534979,1.33993438333511e-05,0.00024471433211436,0.00019078290111752,"ASPA/GOT2/GAD1/ASS1/ASRGL1/GLUD1/ABAT/NAT8L/ASL/GPT2/GLS2/FOLH1/GLUL/AGXT/ASNS/GPT/AGXT2/CPS1",18
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","18/1644","37/9376",0.486486486486487,2.77451173801539,4.98677958534979,1.33993438333511e-05,0.00024471433211436,0.00019078290111752,"GSTZ1/TH/GOT2/DBH/ADH4/ALDH3A1/ADH6/ADH1A/ADH1B/ADH1C/TAT/TYRP1/HGD/ADH7/HPD/AOX1/PNMT/TPO",18
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","32/1644","88/9376",0.363636363636364,2.07387746073877,4.66686869615979,1.80653521535298e-05,0.000313433859863742,0.000244357658076693,"C1R/KLKB1/C8A/F11/MASP1/SERPING1/CFI/PLAU/C1S/C6/A2M/C9/SERPINF2/F9/C8B/F2RL3/FGB/SERPINE2/F13A1/PLG/MBL2/VWF/FGA/FGG/CFHR3/C7/CPB2/MASP2/BDKRB1/F12/CFHR4/CR1",32
"Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","21/1644","48/9376",0.4375,2.49513381995134,4.78847293907726,2.05354851034077e-05,0.00033658406341615,0.000262405898067498,"ALDH2/ACADS/ACAA1/BCKDHB/BCAT1/AACS/IVD/HMGCLL1/ECHS1/HMGCL/ACAA2/ALDH6A1/ABAT/ACAT1/MMUT/ACADSB/EHHADH/ALDH1B1/AGXT2/HMGCS2/AOX1",21
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","59/1644","201/9376",0.293532338308458,1.67406277614361,4.45436661967728,2.13396236171622e-05,0.00033658406341615,0.000262405898067498,"CCNA2/CDKN2C/ID2/MMP9/HMGA2/HOXA10/SIX4/NSD2/SIX1/H3C2/IGFBP3/H3C15/H3C14/ETV4/GADD45B/BAK1/H3C3/GADD45A/TLX1/PDGFA/PLAU/H3C10/MYCN/IGF1/H3C4/H3C13/CD14/NGFR/GADD45G/FOXO1/NUPR1/H3C11/H3C8/SSX4/MMP3/SSX4B/HOXA9/HOXA11/H3C1/SSX1/H3C12/TMPRSS2/IL2RB/BIRC3/FLT3/H3C7/DEFA1B/DEFA1/SSX2/SSX2B/DEFA3/NR4A3/SPINT1/ARNT2/EYA1/WT1/SSX3/SSX7/SSX5",59
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","13/1644","23/9376",0.565217391304348,3.22352692267005,4.92290511584482,2.81328353299151e-05,0.000424438863455676,0.000330898795413647,"GOT2/ASS1/GLUD1/ASL/GPT2/GLS2/GLUL/GPT/NOS2/ARG1/CPS1/OTC/NOS1",13
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","19/1644","43/9376",0.441860465116279,2.52000226333956,4.60636610230726,4.27999774804108e-05,0.000618816341070939,0.000482438342651999,"ALDH2/ACSL4/ACADS/ACAA1/GCDH/ACSL1/ECHS1/ADH4/ADH6/ACAA2/ADH1A/ADH1B/ACAT1/ACADSB/ADH1C/EHHADH/ACADL/ALDH1B1/ADH7",19
